Regions,Gender,Age_group,Deaths
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,1
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,2
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,1
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,1
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,2
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,2
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,2
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,2
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,2
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,1
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,1
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,2
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,1
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,1
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,2
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,1
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,1
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,2
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,1
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,1
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
Prairies and Northwest Territories Region,"Not stated, gender",80 years and over,0
British Columbia and Yukon Region,Male,0 to 19 years,34117
British Columbia and Yukon Region,Male,0 to 19 years,0
British Columbia and Yukon Region,Male,0 to 19 years,0
British Columbia and Yukon Region,Male,0 to 19 years,34117
British Columbia and Yukon Region,Male,0 to 19 years,58
British Columbia and Yukon Region,Male,0 to 19 years,0
British Columbia and Yukon Region,Male,0 to 19 years,0
British Columbia and Yukon Region,Male,0 to 19 years,58
British Columbia and Yukon Region,Male,0 to 19 years,404
British Columbia and Yukon Region,Male,0 to 19 years,0
British Columbia and Yukon Region,Male,0 to 19 years,0
British Columbia and Yukon Region,Male,0 to 19 years,404
British Columbia and Yukon Region,Male,0 to 19 years,28038
British Columbia and Yukon Region,Male,0 to 19 years,0
British Columbia and Yukon Region,Male,0 to 19 years,0
British Columbia and Yukon Region,Male,0 to 19 years,28038
British Columbia and Yukon Region,Male,0 to 19 years,5617
British Columbia and Yukon Region,Male,0 to 19 years,0
British Columbia and Yukon Region,Male,0 to 19 years,0
