Regions,Gender,Age_group,Deaths
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,3
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,3
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,50
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,50
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,50
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,50
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",0 to 19 years,0
Quebec Region,"Not stated, gender",20 to 29 years,87
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,87
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,87
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,87
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,26
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,26
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,26
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,26
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,61
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,61
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,61
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,61
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",20 to 29 years,0
Quebec Region,"Not stated, gender",30 to 39 years,61
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,61
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,61
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,61
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,20
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,20
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,20
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,20
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,1
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,1
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,1
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,1
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,40
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,40
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,40
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,40
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",30 to 39 years,0
Quebec Region,"Not stated, gender",40 to 49 years,56
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,56
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,56
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,56
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,18
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,18
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,18
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,18
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,38
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,38
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,38
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,38
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",40 to 49 years,0
Quebec Region,"Not stated, gender",50 to 59 years,25
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,25
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,25
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,25
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,8
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,8
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,8
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,8
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,17
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,17
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,17
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,17
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",50 to 59 years,0
Quebec Region,"Not stated, gender",60 to 69 years,13
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,13
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,13
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,13
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,3
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,3
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,3
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,3
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,10
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,10
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,10
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,10
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",60 to 69 years,0
Quebec Region,"Not stated, gender",70 to 79 years,6
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,6
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,6
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,6
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,6
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,6
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,6
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,6
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",70 to 79 years,0
Quebec Region,"Not stated, gender",80 years and over,7
Quebec Region,"Not stated, gender",80 years and over,4
Quebec Region,"Not stated, gender",80 years and over,3
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,1
